,Личность подтверждена,Статус,Стаж,На сайте,Заказы в работе,Оценка,Количество отзывов,Формат обучения,Предмет,Цена,С отличием,Топ-10 вуз,Предмет ЕГЭ,Гуманитарная наука,Естественная наука,Техническая наука,Большой стаж
629,True,Частный преподаватель,7.0,5.0,80.0,5.0,23.0,Дистанционно,Информатика,7100.0,False,0,1,0,0,1,0
630,False,Школьный преподаватель,8.0,1.0,24.0,5.0,9.0,У репетитора,Информатика,1500.0,False,0,1,0,0,1,0
631,True,Частный преподаватель,7.0,2.0,41.0,5.0,7.0,Дистанционно,Информатика,5000.0,False,0,1,0,0,1,0
632,True,Частный преподаватель,28.0,1.0,6.0,5.0,3.0,Дистанционно,Информатика,4490.0,True,0,1,0,0,1,1
633,False,Студент,3.0,2.0,26.0,4.6,5.0,Дистанционно,Информатика,1500.0,False,0,1,0,0,1,0
634,True,Школьный преподаватель,26.0,2.0,48.0,5.0,15.0,Дистанционно,Информатика,2000.0,False,0,1,0,0,1,0
635,True,Студент,1.0,0.6666666666666666,9.0,5.0,3.0,Дистанционно,Информатика,1200.0,False,0,1,0,0,1,0
636,True,Частный преподаватель,4.0,0.6666666666666666,9.0,5.0,2.0,Дистанционно,Информатика,8208.333333333334,False,0,1,0,0,1,0
637,True,Частный преподаватель,2.0,0.4166666666666667,2.0,5.0,1.0,Дистанционно,Информатика,1500.0,False,0,1,0,0,1,0
638,False,Студент,3.0,0.5,19.0,5.0,4.0,У репетитора,Информатика,500.0,False,0,1,0,0,1,0
639,True,Аспирант или ординатор очной формы обучения,3.0,0.9166666666666666,1.0,4.951735074626866,0.0,Дистанционно,Информатика,3250.0,False,0,1,0,0,1,0
640,False,Частный преподаватель,15.0,3.0,44.0,5.0,8.0,У репетитора,Информатика,2550.0,False,0,1,0,0,1,0
641,True,Частный преподаватель,21.0,6.0,7.0,5.0,1.0,Дистанционно,Информатика,3750.0,False,0,1,0,0,1,0
642,False,Частный преподаватель,6.0,1.0,12.0,5.0,2.0,Дистанционно,Информатика,1350.0,False,0,1,0,0,1,0
643,True,Частный преподаватель,10.0,6.0,27.0,5.0,9.0,Дистанционно,Информатика,1500.0,False,0,1,0,0,1,0
644,False,Школьный преподаватель,10.0,3.0,4.0,5.0,2.0,Дистанционно,Информатика,5062.5,False,0,1,0,0,1,0
645,True,Частный преподаватель,39.0,3.0,12.0,5.0,2.0,Дистанционно,Информатика,2725.0,False,0,1,0,0,1,1
646,True,Частный преподаватель,10.0,3.0,29.0,5.0,4.0,Дистанционно,Информатика,900.0,False,0,1,0,0,1,0
647,False,Студент,3.0,1.0,14.0,5.0,2.0,Дистанционно,Информатика,1225.0,False,0,1,0,0,1,0
648,False,Школьный преподаватель,3.0,0.3333333333333333,15.0,5.0,2.0,Дистанционно,Информатика,866.6666666666666,False,0,1,0,0,1,0
649,False,Школьный преподаватель,11.0,1.0,22.0,5.0,1.0,Дистанционно,Информатика,1500.0,False,0,1,0,0,1,0
650,True,Частный преподаватель,2.0,0.9166666666666666,3.0,5.0,1.0,Дистанционно,Информатика,2250.0,False,1,1,0,0,1,0
651,False,Частный преподаватель,21.0,1.0,3.0,4.0,1.0,Дистанционно,Информатика,3000.0,False,0,1,0,0,1,0
652,True,Школьный преподаватель,13.0,2.0,17.0,4.5,6.0,У репетитора,Информатика,1000.0,False,1,1,0,0,1,0
653,False,Преподаватель университета или колледжа,11.0,2.0,5.0,5.0,1.0,Дистанционно,Информатика,3875.0,False,0,1,0,0,1,0
654,False,Студент,4.0,1.0,2.0,5.0,1.0,Дистанционно,Информатика,2625.0,False,1,1,0,0,1,0
655,False,Студент,3.0,3.0,28.0,5.0,2.0,У ученика,Информатика,1500.0,False,1,1,0,0,1,0
656,True,Школьный преподаватель,5.0,1.0,10.0,5.0,5.0,Дистанционно,Информатика,574.625,True,0,1,0,0,1,0
657,False,Частный преподаватель,46.0,3.0,0.0,4.951735074626866,0.0,Дистанционно,Информатика,950.0,False,0,1,0,0,1,1
658,True,Частный преподаватель,13.0,0.5833333333333334,1.0,4.951735074626866,0.0,Дистанционно,Информатика,825.0,False,0,1,0,0,1,0
659,True,Частный преподаватель,19.0,0.1666666666666666,1.0,4.951735074626866,0.0,У репетитора,Информатика,2562.5,False,0,1,0,0,1,0
660,True,Школьный преподаватель,25.0,0.4166666666666667,0.0,4.951735074626866,0.0,Дистанционно,Информатика,1980.0,False,0,1,0,0,1,0
661,True,Школьный преподаватель,28.0,3.0,0.0,4.951735074626866,0.0,Дистанционно,Информатика,437.5,False,0,1,0,0,1,1
662,True,Частный преподаватель,23.0,3.0,0.0,4.951735074626866,0.0,У ученика,Информатика,3250.0,False,0,1,0,0,1,0
663,False,Студент,4.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Информатика,1233.3333333333333,False,0,1,0,0,1,0
664,True,Частный преподаватель,4.0,2.0,64.0,5.0,16.0,Дистанционно,Информатика,4440.0,False,0,1,0,0,1,0
665,False,Школьный преподаватель,5.0,1.0,1.0,4.951735074626866,0.0,Дистанционно,Информатика,1200.0,False,0,1,0,0,1,0
666,False,Частный преподаватель,8.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Информатика,2000.0,False,0,1,0,0,1,0
667,False,Студент,3.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Информатика,800.0,False,0,1,0,0,1,0
668,False,Преподаватель университета или колледжа,34.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Информатика,2250.0,True,0,1,0,0,1,1
669,False,Школьный преподаватель,5.0,1.0,1.0,4.951735074626866,0.0,Дистанционно,Информатика,1500.0,False,1,1,0,0,1,0
670,False,Частный преподаватель,2.0,1.0,3.0,4.951735074626866,0.0,У репетитора,Информатика,1500.0,False,0,1,0,0,1,0
671,True,Студент,2.0,1.0,2.0,4.951735074626866,0.0,У ученика,Информатика,1400.0,False,0,1,0,0,1,0
672,True,Преподаватель университета или колледжа,4.0,3.0,0.0,4.951735074626866,0.0,Дистанционно,Информатика,1000.0,False,0,1,0,0,1,0
673,True,Школьный преподаватель,13.0,0.75,1.0,4.951735074626866,0.0,У ученика,Информатика,3375.0,False,0,1,0,0,1,0
674,True,Частный преподаватель,5.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Информатика,1350.0,False,0,1,0,0,1,0
675,False,Студент,5.0,0.6666666666666666,0.0,4.951735074626866,0.0,У ученика,Информатика,1500.0,False,0,1,0,0,1,0
676,False,Студент,3.0,0.5833333333333334,5.0,5.0,1.0,Дистанционно,Информатика,1000.0,False,0,1,0,0,1,0
677,False,Студент,3.0,0.4166666666666667,0.0,4.951735074626866,0.0,У репетитора,Информатика,700.0,False,0,1,0,0,1,0
678,False,Студент,2.0,0.25,0.0,4.951735074626866,0.0,У ученика,Информатика,900.0,False,0,1,0,0,1,0
679,False,Частный преподаватель,4.0,0.1666666666666666,0.0,4.951735074626866,0.0,Дистанционно,Информатика,975.0,False,0,1,0,0,1,0
680,False,Частный преподаватель,3.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Информатика,900.0,False,0,1,0,0,1,0
681,False,Студент,3.0,0.1666666666666666,7.0,4.951735074626866,0.0,Дистанционно,Информатика,3250.0,False,0,1,0,0,1,0
682,False,Частный преподаватель,5.0,1.0,1.0,4.951735074626866,0.0,Дистанционно,Информатика,3600.0,False,0,1,0,0,1,0
686,True,Студент,3.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Информатика,1040.0,False,0,1,0,0,1,0
687,False,Частный преподаватель,12.0,0.5,2.0,5.0,1.0,Дистанционно,Информатика,3875.0,False,1,1,0,0,1,0
688,True,Частный преподаватель,42.0,0.1666666666666666,6.0,4.951735074626866,0.0,Дистанционно,Информатика,1000.0,False,0,1,0,0,1,1
689,True,Частный преподаватель,6.0,0.6666666666666666,4.0,5.0,1.0,У репетитора,Информатика,7500.0,False,1,1,0,0,1,0
690,False,Частный преподаватель,4.0,0.6666666666666666,0.0,4.951735074626866,0.0,Дистанционно,Информатика,3000.0,False,1,1,0,0,1,0
691,True,Частный преподаватель,4.0,2.0,3.0,4.951735074626866,0.0,Дистанционно,Информатика,1350.0,False,0,1,0,0,1,0
692,False,Школьный преподаватель,38.0,0.75,0.0,4.951735074626866,0.0,Дистанционно,Информатика,2000.0,False,0,1,0,0,1,1
693,True,Частный преподаватель,10.0,2.0,1.0,4.951735074626866,0.0,Дистанционно,Информатика,6250.0,False,0,1,0,0,1,0
694,True,Школьный преподаватель,21.0,7.0,0.0,4.951735074626866,0.0,У репетитора,Информатика,1125.0,False,0,1,0,0,1,0
695,False,Студент,8.0,7.0,0.0,4.951735074626866,0.0,У ученика,Информатика,1066.6666666666667,False,0,1,0,0,1,0
696,True,Студент,8.0,5.0,0.0,4.951735074626866,0.0,У ученика,Информатика,375.0,False,1,1,0,0,1,0
697,True,Частный преподаватель,12.0,5.0,0.0,4.951735074626866,0.0,Дистанционно,Информатика,3375.0,False,0,1,0,0,1,0
698,False,Школьный преподаватель,13.0,5.0,0.0,4.951735074626866,0.0,У ученика,Информатика,1000.0,False,0,1,0,0,1,0
699,True,Студент,9.0,5.0,0.0,4.951735074626866,0.0,У репетитора,Информатика,2250.0,False,1,1,0,0,1,0
700,True,Студент,7.0,4.0,0.0,4.951735074626866,0.0,У репетитора,Информатика,1000.0,False,1,1,0,0,1,0
701,False,Студент,5.0,4.0,0.0,4.951735074626866,0.0,У репетитора,Информатика,1933.3333333333333,False,0,1,0,0,1,0
702,True,Студент,5.0,4.0,0.0,4.951735074626866,0.0,У ученика,Информатика,1000.0,False,0,1,0,0,1,0
703,True,Частный преподаватель,8.0,3.0,0.0,4.951735074626866,0.0,У репетитора,Информатика,3000.0,True,0,1,0,0,1,0
704,True,Частный преподаватель,15.0,3.0,0.0,4.951735074626866,0.0,У репетитора,Информатика,2500.0,False,0,1,0,0,1,0
705,False,Студент,5.0,4.0,0.0,4.951735074626866,0.0,У ученика,Информатика,2100.0,False,1,1,0,0,1,0
706,True,Студент,5.0,4.0,1.0,4.951735074626866,0.0,У ученика,Информатика,1350.0,False,0,1,0,0,1,0
707,False,Студент,4.0,2.0,0.0,4.951735074626866,0.0,У ученика,Информатика,4500.0,False,1,1,0,0,1,0
708,True,Школьный преподаватель,6.0,2.0,1.0,4.951735074626866,0.0,У репетитора,Информатика,6250.0,False,0,1,0,0,1,0
709,False,Преподаватель университета или колледжа,5.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Информатика,1200.0,False,0,1,0,0,1,0
710,False,Частный преподаватель,30.0,3.0,0.0,4.951735074626866,0.0,У ученика,Информатика,2500.0,False,0,1,0,0,1,1
711,False,Студент,2.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Информатика,775.0,False,0,1,0,0,1,0
712,False,Частный преподаватель,6.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Информатика,900.0,False,0,1,0,0,1,0
713,False,Частный преподаватель,13.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Информатика,1125.0,False,0,1,0,0,1,0
714,False,Школьный преподаватель,8.0,1.0,4.0,4.951735074626866,0.0,У репетитора,Информатика,1500.0,False,0,1,0,0,1,0
715,False,Частный преподаватель,15.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Информатика,12000.0,False,0,1,0,0,1,0
716,False,Частный преподаватель,6.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Информатика,4162.5,False,0,1,0,0,1,0
717,False,Частный преподаватель,12.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Информатика,4500.0,True,0,1,0,0,1,0
718,False,Школьный преподаватель,5.0,1.0,0.0,4.951735074626866,0.0,У ученика,Информатика,6750.0,False,0,1,0,0,1,0
719,True,Частный преподаватель,7.0,4.0,29.0,5.0,20.0,Дистанционно,Испанский язык,1775.0,False,0,1,1,0,0,0
720,False,Частный преподаватель,10.0,6.0,41.0,5.0,12.0,Дистанционно,Испанский язык,1015.3846153846154,False,0,1,1,0,0,0
721,False,Частный преподаватель,9.0,3.0,40.0,5.0,7.0,Дистанционно,Испанский язык,3750.0,False,0,1,1,0,0,0
722,True,Частный преподаватель,9.0,5.0,63.0,5.0,21.0,Дистанционно,Испанский язык,1125.0,False,0,1,1,0,0,0
723,True,Частный преподаватель,21.0,3.0,37.0,5.0,16.0,У репетитора,Испанский язык,2250.0,True,0,1,1,0,0,0
724,True,Частный преподаватель,7.0,6.0,26.0,5.0,3.0,Дистанционно,Испанский язык,1350.0,False,0,1,1,0,0,0
725,True,Частный преподаватель,7.0,6.0,10.0,5.0,4.0,Дистанционно,Испанский язык,2200.0,False,0,1,1,0,0,0
726,False,Частный преподаватель,15.0,4.0,8.0,5.0,4.0,Дистанционно,Испанский язык,2437.5,True,0,1,1,0,0,0
727,False,Частный преподаватель,8.0,6.0,8.0,5.0,3.0,Дистанционно,Испанский язык,3066.6666666666665,False,0,1,1,0,0,0
728,True,Преподаватель университета или колледжа,15.0,5.0,5.0,5.0,2.0,Дистанционно,Испанский язык,6210.0,False,0,1,1,0,0,0
729,False,Частный преподаватель,26.0,5.0,9.0,5.0,2.0,Дистанционно,Испанский язык,1000.0,True,0,1,1,0,0,0
730,False,Частный преподаватель,6.0,0.75,12.0,4.951735074626866,0.0,Дистанционно,Испанский язык,1855.0,False,0,1,1,0,0,0
731,True,Частный преподаватель,7.0,0.25,3.0,4.951735074626866,0.0,Дистанционно,Испанский язык,1500.0,False,0,1,1,0,0,0
732,False,Частный преподаватель,4.0,1.0,2.0,5.0,1.0,Дистанционно,Испанский язык,3000.0,False,0,1,1,0,0,0
733,True,Частный преподаватель,26.0,7.0,2.0,5.0,1.0,Дистанционно,Испанский язык,1500.0,False,0,1,1,0,0,0
734,False,Частный преподаватель,11.0,2.0,5.0,5.0,1.0,У репетитора,Испанский язык,2500.0,False,0,1,1,0,0,0
735,False,Частный преподаватель,7.0,2.0,4.0,5.0,1.0,Дистанционно,Испанский язык,2440.0,True,0,1,1,0,0,0
736,False,Частный преподаватель,4.0,1.0,3.0,5.0,1.0,У ученика,Испанский язык,1000.0,False,0,1,1,0,0,0
737,True,Частный преподаватель,12.0,0.5,3.0,5.0,2.0,Дистанционно,Испанский язык,1500.0,False,0,1,1,0,0,0
738,True,Частный преподаватель,14.0,3.0,1.0,5.0,1.0,У репетитора,Испанский язык,1575.0,False,0,1,1,0,0,0
739,False,Частный преподаватель,1.0,0.1666666666666666,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,1000.0,False,1,1,1,0,0,0
741,True,Частный преподаватель,2.0,0.4166666666666667,0.0,4.951735074626866,0.0,У репетитора,Испанский язык,1125.0,False,0,1,1,0,0,0
742,True,Аспирант или ординатор очной формы обучения,5.0,1.0,1.0,4.951735074626866,0.0,У ученика,Испанский язык,953.125,False,0,1,1,0,0,0
743,False,Частный преподаватель,10.0,5.0,3.0,4.951735074626866,0.0,Дистанционно,Испанский язык,2280.0,False,0,1,1,0,0,0
744,True,Аспирант или ординатор очной формы обучения,12.0,4.0,71.0,5.0,18.0,Дистанционно,Испанский язык,1200.0,False,1,1,1,0,0,0
746,False,Преподаватель университета или колледжа,9.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,1600.0,False,0,1,1,0,0,0
747,False,Частный преподаватель,3.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,1000.0,False,0,1,1,0,0,0
748,False,Частный преподаватель,5.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,1033.3333333333333,False,0,1,1,0,0,0
749,False,Частный преподаватель,6.0,0.75,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,2000.0,True,0,1,1,0,0,0
750,False,Частный преподаватель,11.0,0.5833333333333334,0.0,4.951735074626866,0.0,У ученика,Испанский язык,600.0,False,0,1,1,0,0,0
751,False,Студент,2.0,0.5833333333333334,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,935.7142857142856,False,0,1,1,0,0,0
752,False,Частный преподаватель,11.0,0.5,6.0,5.0,3.0,У репетитора,Испанский язык,1000.0,False,0,1,1,0,0,0
753,False,Частный преподаватель,9.0,0.4166666666666667,7.0,5.0,1.0,Дистанционно,Испанский язык,1000.0,False,0,1,1,0,0,0
754,True,Преподаватель университета или колледжа,15.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Испанский язык,3312.5,False,0,1,1,0,0,0
755,False,Частный преподаватель,12.0,0.25,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,800.0,False,0,1,1,0,0,0
756,False,Студент,3.0,0.8333333333333334,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,604.1666666666666,False,0,1,1,0,0,0
757,True,Школьный преподаватель,17.0,6.0,0.0,4.951735074626866,0.0,У репетитора,Испанский язык,675.0,False,0,1,1,0,0,0
758,True,Частный преподаватель,3.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,1350.0,True,1,1,1,0,0,0
759,False,Частный преподаватель,5.0,4.0,0.0,4.951735074626866,0.0,У ученика,Испанский язык,600.0,False,0,1,1,0,0,0
760,False,Частный преподаватель,11.0,6.0,0.0,4.951735074626866,0.0,У ученика,Испанский язык,500.0,False,0,1,1,0,0,0
761,False,Студент,9.0,7.0,0.0,4.951735074626866,0.0,У ученика,Испанский язык,1900.0,False,0,1,1,0,0,0
762,False,Преподаватель университета или колледжа,44.0,7.0,0.0,4.951735074626866,0.0,У репетитора,Испанский язык,3000.0,False,0,1,1,0,0,1
763,False,Частный преподаватель,17.0,6.0,0.0,4.951735074626866,0.0,У ученика,Испанский язык,1500.0,False,0,1,1,0,0,0
764,False,Школьный преподаватель,14.0,6.0,1.0,4.951735074626866,0.0,У репетитора,Испанский язык,2250.0,False,1,1,1,0,0,0
765,False,Частный преподаватель,7.0,6.0,0.0,4.951735074626866,0.0,У репетитора,Испанский язык,1000.0,False,0,1,1,0,0,0
767,False,Частный преподаватель,12.0,6.0,1.0,4.951735074626866,0.0,У репетитора,Испанский язык,900.0,False,0,1,1,0,0,0
768,False,Частный преподаватель,27.0,6.0,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,2062.5,False,1,1,1,0,0,1
769,False,Частный преподаватель,8.0,5.0,0.0,4.951735074626866,0.0,У ученика,Испанский язык,900.0,False,0,1,1,0,0,0
770,False,Частный преподаватель,7.0,5.0,0.0,4.951735074626866,0.0,У ученика,Испанский язык,1600.0,False,0,1,1,0,0,0
771,False,Частный преподаватель,30.0,5.0,0.0,4.951735074626866,0.0,У ученика,Испанский язык,2437.5,False,0,1,1,0,0,1
772,True,Студент,8.0,5.0,0.0,4.951735074626866,0.0,У репетитора,Испанский язык,712.5,False,0,1,1,0,0,0
773,False,Частный преподаватель,9.0,5.0,0.0,4.951735074626866,0.0,У ученика,Испанский язык,1200.0,False,0,1,1,0,0,0
774,False,Частный преподаватель,8.0,4.0,0.0,4.951735074626866,0.0,У ученика,Испанский язык,1500.0,False,0,1,1,0,0,0
775,False,Частный преподаватель,5.0,4.0,0.0,4.951735074626866,0.0,У репетитора,Испанский язык,1275.0,False,0,1,1,0,0,0
776,True,Частный преподаватель,7.0,4.0,0.0,4.951735074626866,0.0,У репетитора,Испанский язык,1300.0,False,0,1,1,0,0,0
777,True,Частный преподаватель,18.0,4.0,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,1180.0,False,0,1,1,0,0,0
778,False,Частный преподаватель,11.0,4.0,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,2200.0,False,1,1,1,0,0,0
779,True,Преподаватель университета или колледжа,24.0,4.0,42.0,5.0,20.0,Дистанционно,Испанский язык,2500.0,False,1,1,1,0,0,0
780,False,Частный преподаватель,9.0,4.0,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,3500.0,False,0,1,1,0,0,0
781,False,Частный преподаватель,6.0,3.0,3.0,4.951735074626866,0.0,У репетитора,Испанский язык,750.0,False,0,1,1,0,0,0
782,False,Студент,5.0,3.0,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,1708.3333333333333,False,0,1,1,0,0,0
783,True,Аспирант или ординатор очной формы обучения,9.0,3.0,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,2000.0,False,0,1,1,0,0,0
784,False,Студент,6.0,3.0,0.0,4.951735074626866,0.0,У репетитора,Испанский язык,1500.0,False,1,1,1,0,0,0
785,False,Частный преподаватель,3.0,3.0,3.0,4.951735074626866,0.0,Дистанционно,Испанский язык,1000.0,False,0,1,1,0,0,0
786,False,Частный преподаватель,5.0,3.0,0.0,4.951735074626866,0.0,У ученика,Испанский язык,900.0,False,0,1,1,0,0,0
787,False,Частный преподаватель,13.0,3.0,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,3000.0,False,0,1,1,0,0,0
788,True,Частный преподаватель,12.0,3.0,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,1500.0,False,0,1,1,0,0,0
789,False,Преподаватель университета или колледжа,16.0,3.0,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,1000.0,False,0,1,1,0,0,0
790,False,Частный преподаватель,9.0,3.0,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,3000.0,False,0,1,1,0,0,0
791,False,Студент,5.0,3.0,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,525.0,False,0,1,1,0,0,0
792,False,Частный преподаватель,11.0,3.0,0.0,4.951735074626866,0.0,У репетитора,Испанский язык,1300.0,False,0,1,1,0,0,0
793,False,Частный преподаватель,7.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Испанский язык,1500.0,False,0,1,1,0,0,0
794,False,Частный преподаватель,6.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,1500.0,False,0,1,1,0,0,0
795,False,Частный преподаватель,17.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,6000.0,True,0,1,1,0,0,0
796,True,Частный преподаватель,5.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Испанский язык,1300.0,False,1,1,1,0,0,0
797,False,Частный преподаватель,4.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Испанский язык,525.0,False,0,1,1,0,0,0
798,True,Школьный преподаватель,10.0,2.0,0.0,4.951735074626866,0.0,У ученика,Испанский язык,975.0,True,0,1,1,0,0,0
799,False,Аспирант или ординатор очной формы обучения,8.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,2500.0,False,0,1,1,0,0,0
800,False,Частный преподаватель,20.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Испанский язык,1000.0,False,0,1,1,0,0,0
801,False,Частный преподаватель,4.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,1000.0,False,0,1,1,0,0,0
802,False,Частный преподаватель,10.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Испанский язык,2300.0,False,1,1,1,0,0,0
803,False,Частный преподаватель,3.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,2250.0,False,1,1,1,0,0,0
804,True,Частный преподаватель,14.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,3416.6666666666665,False,0,1,1,0,0,0
805,False,Частный преподаватель,5.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,2005.2083333333333,False,0,1,1,0,0,0
806,False,Студент,5.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,900.0,False,0,1,1,0,0,0
807,False,Частный преподаватель,19.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,1125.0,False,0,1,1,0,0,0
808,False,Частный преподаватель,6.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Испанский язык,2250.0,False,0,1,1,0,0,0
809,True,Частный преподаватель,8.0,4.0,5.0,4.5,2.0,У репетитора,Логопед,2250.0,False,0,0,0,0,0,0
810,False,Частный преподаватель,29.0,1.0,4.0,5.0,2.0,Дистанционно,Логопед,1279.5454545454545,False,0,0,0,0,0,1
811,False,Частный преподаватель,18.0,2.0,4.0,5.0,1.0,Дистанционно,Логопед,1100.0,False,0,0,0,0,0,0
812,False,Частный преподаватель,19.0,1.0,1.0,4.951735074626866,0.0,Дистанционно,Логопед,350.0,False,0,0,0,0,0,0
813,True,Частный преподаватель,13.0,1.0,1.0,4.951735074626866,0.0,Дистанционно,Логопед,1186.3636363636365,False,0,0,0,0,0,0
814,False,Частный преподаватель,25.0,4.0,3.0,4.951735074626866,0.0,У ученика,Логопед,1562.5,False,0,0,0,0,0,0
815,True,Частный преподаватель,15.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,2281.25,False,0,0,0,0,0,0
816,False,Частный преподаватель,8.0,2.0,16.0,5.0,4.0,Дистанционно,Логопед,766.6666666666666,False,0,0,0,0,0,0
817,False,Частный преподаватель,15.0,3.0,0.0,4.951735074626866,0.0,Дистанционно,Логопед,1125.0,False,0,0,0,0,0,0
818,False,Частный преподаватель,38.0,6.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,2000.0,False,0,0,0,0,0,1
819,False,Частный преподаватель,20.0,1.0,0.0,4.951735074626866,0.0,У ученика,Логопед,750.0,False,0,0,0,0,0,0
820,False,Частный преподаватель,5.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Логопед,525.0,False,0,0,0,0,0,0
821,False,Частный преподаватель,3.0,0.3333333333333333,0.0,4.951735074626866,0.0,Дистанционно,Логопед,500.0,False,0,0,0,0,0,0
822,False,Школьный преподаватель,9.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Логопед,1200.0,False,0,0,0,0,0,0
823,False,Преподаватель университета или колледжа,7.0,0.0,0.0,4.951735074626866,0.0,У ученика,Логопед,1125.0,True,0,0,0,0,0,0
824,True,Частный преподаватель,9.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Логопед,600.0,False,0,0,0,0,0,0
825,False,Частный преподаватель,11.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Логопед,566.6666666666666,False,0,0,0,0,0,0
826,False,Частный преподаватель,5.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Логопед,375.0,False,0,0,0,0,0,0
827,False,Частный преподаватель,8.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Логопед,400.0,True,0,0,0,0,0,0
828,False,Школьный преподаватель,18.0,4.0,0.0,4.951735074626866,0.0,Дистанционно,Логопед,700.0,False,0,0,0,0,0,0
829,False,Школьный преподаватель,47.0,0.5,0.0,4.951735074626866,0.0,У репетитора,Логопед,2500.0,False,0,0,0,0,0,1
830,False,Частный преподаватель,25.0,4.0,2.0,4.951735074626866,0.0,У ученика,Логопед,3700.0,False,0,0,0,0,0,0
831,False,Частный преподаватель,17.0,7.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,1200.0,False,0,0,0,0,0,0
832,False,Школьный преподаватель,28.0,6.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,1500.0,False,0,0,0,0,0,1
833,False,Частный преподаватель,14.0,6.0,0.0,4.951735074626866,0.0,У ученика,Логопед,1500.0,True,0,0,0,0,0,0
834,True,Школьный преподаватель,13.0,5.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,1125.0,True,0,0,0,0,0,0
835,False,Частный преподаватель,12.0,5.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,375.0,False,0,0,0,0,0,0
836,False,Частный преподаватель,12.0,5.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,400.0,False,0,0,0,0,0,0
837,False,Частный преподаватель,20.0,5.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,2000.0,False,0,0,0,0,0,0
838,False,Частный преподаватель,10.0,5.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,1125.0,False,0,0,0,0,0,0
839,False,Частный преподаватель,15.0,5.0,0.0,4.951735074626866,0.0,У ученика,Логопед,1125.0,False,0,0,0,0,0,0
